CASE# 1:
1812 found at 595
366 not found
1608 not found
6610 not found
4521 not found
301 found at 101
8852 not found
7811 not found
9168 not found
8714 not found
3647 found at 1200
3203 not found
7879 not found
8953 not found
1766 not found
7996 not found
5853 not found
2262 found at 725
8529 not found
5895 not found
9265 not found
4247 not found
1857 found at 606
6606 found at 2098
2643 not found
203 found at 73
2099 not found
6732 found at 2137
4382 not found
971 not found
8892 not found
1567 not found
541 not found
1845 not found
2130 not found
6741 not found
5535 not found
3566 not found
1470 not found
8045 not found
5691 not found
9467 found at 3025
6070 not found
1862 not found
9887 not found
8500 not found
620 not found
7699 not found
669 not found
2722 found at 875
9811 not found
8327 not found
8281 not found
1825 not found
449 not found
1763 not found
529 found at 165
2499 found at 806
4724 not found
1765 not found
3002 not found
8794 not found
3710 not found
8127 not found
162 not found
3558 found at 1168
2224 not found
9986 not found
82 not found
1269 not found
4199 not found
5039 found at 1626
3936 not found
5143 not found
9323 found at 2965
6343 not found
8689 found at 2783
6606 found at 2098
834 not found
5906 not found
6851 not found
1716 not found
6092 not found
3018 found at 979
91 not found
9276 not found
5596 not found
4399 not found
1096 found at 370
986 not found
9579 found at 3060
402 not found
7813 not found
7141 not found
7381 found at 2362
5887 not found
1390 not found
7326 not found
8849 not found
6063 not found
7336 found at 2343
4863 found at 1584
6260 found at 1993
4384 not found
2393 not found
1190 not found
6968 not found
2167 found at 692
9804 not found
2384 found at 763
5115 not found
6418 found at 2040
1928 not found
6797 not found
904 not found
7564 not found
9474 not found
5385 found at 1734
6128 not found
1597 found at 536
9537 not found
2052 not found
4068 found at 1333
9661 found at 3088
497 not found
3536 found at 1163
7404 found at 2372
5114 found at 1648
9779 not found
7977 found at 2537
2556 not found
7254 not found
1793 not found
5793 not found
6444 not found
4224 not found
4999 not found
5756 not found
8509 found at 2721
6680 not found
4666 not found
2459 found at 793
7094 not found
7165 found at 2289
6656 not found
6180 not found
9515 not found
1651 not found
8889 not found
285 not found
5804 found at 1863
7879 not found
4652 not found
6600 not found
2975 found at 966
31 not found
7516 not found
3332 found at 1085
9609 not found
4740 found at 1535
5109 not found
9686 found at 3093
27 not found
422 not found
9534 found at 3041
2860 not found
3497 not found
4585 not found
2814 not found
221 found at 79
4511 not found
6512 not found
9429 not found
9325 found at 2967
8497 found at 2718
5025 not found
5419 found at 1749
4050 found at 1326
962 found at 321
7536 found at 2417
5658 found at 1828
3257 not found
1120 found at 385
4722 not found
2887 found at 926
1648 found at 551
9716 found at 3101
6873 found at 2194
5552 not found
394 found at 131
5503 not found
5341 found at 1724
8342 found at 2665
6720 not found
2773 not found
7055 not found
6414 not found
2378 found at 760
56 not found
7543 not found
7259 not found
1783 found at 585
696 not found
8157 found at 2602
5395 found at 1737
6504 not found
3272 not found
1531 not found
4948 not found
1236 not found
2929 not found
1988 not found
5413 not found
3650 not found
5251 not found
3004 found at 976
4596 not found
6804 not found
2492 not found
3728 found at 1223
5758 not found
6096 found at 1949
8250 found at 2630
3911 not found
3282 found at 1064
234 not found
5837 not found
1454 found at 490
9689 found at 3094
8500 not found
6629 not found
9845 not found
4975 found at 1605
4271 not found
7173 found at 2291
8701 found at 2787
6136 not found
1911 not found
5805 not found
7826 found at 2500
3558 found at 1168
5990 found at 1912
4903 not found
2750 found at 889
274 not found
9798 found at 3135
3106 not found
4645 found at 1509
3485 not found
9297 not found
6405 not found
9629 not found
5825 not found
6894 not found
3394 not found
2870 not found
6829 found at 2182
1590 found at 533
9700 not found
1908 not found
6810 not found
6967 not found
3050 not found
3030 not found
258 not found
8171 found at 2605
5263 not found
2693 not found
7001 not found
3690 not found
8926 not found
9236 not found
2696 found at 866
322 not found
7013 not found
8417 found at 2699
6495 found at 2060
885 not found
768 not found
6042 not found
5154 not found
520 not found
7558 not found
1186 found at 415
3180 found at 1036
1259 not found
1585 not found
1473 found at 496
6120 not found
6105 found at 1952
3387 found at 1108
6377 not found
8495 found at 2716
3909 found at 1277
8628 found at 2768
4547 not found
4009 not found
4648 not found
8535 found at 2730
6293 found at 2005
4479 not found
6256 not found
195 not found
9907 not found
3647 found at 1200
1245 not found
2980 found at 967
2257 not found
8445 found at 2705
1408 not found
7233 not found
3891 not found
556 not found
5185 not found
9598 not found
9074 not found
6204 not found
3703 found at 1217
3728 found at 1223
6362 not found
5735 not found
5614 found at 1809
9581 not found
2818 not found
1037 not found
4287 not found
8702 not found
7968 not found
7167 not found
2342 found at 743
9677 not found
1670 not found
128 not found
9714 not found
3883 found at 1271
9696 not found
6295 not found
8650 not found
7829 not found
1221 found at 425
6166 not found
11 not found
5215 not found
2757 found at 890
8562 not found
4470 not found
699 found at 226
2702 not found
3168 found at 1031
9015 found at 2880
156 not found
1194 not found
8553 not found
9710 not found
3287 not found
2931 found at 951
3900 not found
5588 not found
6850 not found
3812 not found
6491 found at 2059
1613 not found
1192 found at 417
3170 not found
1356 not found
8149 found at 2600
317 not found
3332 found at 1085
3869 found at 1265
2748 not found
2340 not found
5895 not found
9254 not found
2420 not found
927 not found
5007 not found
2569 not found
8066 not found
5454 found at 1758
1199 not found
7749 found at 2481
6202 not found
9401 not found
5662 not found
2704 not found
2496 not found
3498 not found
1754 not found
4682 found at 1518
5494 not found
7681 not found
1781 found at 583
4979 not found
5549 not found
9685 not found
7773 not found
3344 not found
1397 not found
7142 not found
3842 not found
759 not found
5417 found at 1747
2381 found at 761
9297 not found
5853 not found
522 found at 163
6937 not found
4934 found at 1595
4999 not found
1322 not found
6275 not found
8821 not found
3458 not found
2469 not found
490 not found
4898 not found
5421 not found
4695 not found
1501 not found
7502 not found
1199 not found
760 found at 242
8892 not found
7100 not found
6491 found at 2059
7727 not found
7013 not found
5311 found at 1718
3852 not found
849 not found
7271 not found
9890 not found
4930 not found
9633 not found
5915 not found
9940 not found
3122 found at 1014
8558 found at 2740
6019 not found
6088 not found
3115 not found
8301 found at 2650
9194 not found
2117 not found
812 not found
5892 not found
3058 not found
4074 not found
2160 not found
1309 found at 453
9534 found at 3041
2153 not found
5702 not found
3012 not found
5365 not found
2898 found at 932
9883 not found
4348 not found
1120 found at 385
1252 not found
2618 not found
397 not found
9991 not found
6613 not found
1964 not found
1634 found at 549
9111 not found
487 not found
6226 not found
132 not found
2449 not found
9897 not found
6216 not found
6149 not found
2140 found at 683
7941 not found
140 found at 49
5059 not found
9671 not found
9844 not found
391 not found
8860 not found
4239 not found
6569 not found
7859 not found
3109 not found
1493 not found
6198 found at 1978
2523 not found
3148 not found
4501 found at 1443
3227 not found
6739 found at 2140
7954 not found
4420 not found
5322 not found
6948 found at 2224
5678 not found
1818 not found
6097 not found
1543 not found
3686 not found
2847 found at 913
3098 not found
9121 not found
6781 not found
1593 found at 534
1615 not found
3385 not found
9974 found at 3200
4249 found at 1374
3555 not found
9931 found at 3185
9315 not found
6092 not found
5728 found at 1848
2690 not found
3732 not found
7913 not found
2365 not found
7310 found at 2336
9945 not found
4724 not found
557 found at 175
1791 not found
7826 found at 2500
9479 not found
625 not found
1047 not found
365 not found
778 found at 250
5838 not found
4487 not found
1834 not found
1433 not found
730 not found
8930 not found
5630 not found
9099 not found
854 not found
4781 not found
2444 not found
7274 found at 2327
5881 found at 1885
1683 not found
8610 not found
5102 found at 1645
3930 not found
7513 not found
2876 found at 923
1044 not found
4137 not found
2014 not found
3128 not found
881 found at 296
3736 not found
635 not found
7475 not found
5371 not found
8556 not found
1217 not found
6668 not found
5972 not found
6629 not found
8468 not found
569 not found
2889 not found
6366 found at 2023
976 found at 324
9298 found at 2954
4707 not found
5788 not found
3327 not found
127 not found
6829 found at 2182
2807 not found
8319 not found
8990 not found
955 not found
3579 not found
1095 not found
6114 not found
1142 not found
7268 not found
6459 not found
8129 not found
386 not found
7815 not found
1197 found at 418
7510 not found
8649 not found
6341 not found
9486 not found
651 not found
2779 not found
266 not found
6846 not found
4952 found at 1598
210 not found
4818 not found
361 found at 125
8703 not found
7570 found at 2425
9874 not found
5948 not found
2037 not found
1248 not found
8103 not found
6838 not found
4555 not found
2208 found at 707
3162 found at 1030
1601 not found
3263 not found
2752 not found
7372 not found
1835 not found
7419 not found
3928 not found
4183 not found
5835 found at 1875
8167 not found
6487 not found
6654 found at 2113
9340 not found
9369 not found
4175 not found
198 not found
7542 not found
7970 found at 2534
2585 not found
3881 not found
7191 not found
6897 not found
5948 not found
660 not found
8283 not found
5567 found at 1789
3581 found at 1173
2125 not found
9508 found at 3038
2694 not found
9467 found at 3025
9474 not found
7296 not found
7038 found at 2245
2627 found at 845
4080 not found
9555 not found
2567 not found
524 not found
1086 not found
